1741055961,a08d6941ff5a,reverse-proxy-lb-1,a08d6941ff5a,0.08%,"103.3MiB / 15.48GiB",0.65%,"510MB / 587MB","0B / 0B",39
1741055961,4f5e130150fc,reverse-proxy-controller-1,4f5e130150fc,0.51%,"945.4MiB / 15.48GiB",5.97%,"26MB / 90.5MB","0B / 0B",233
1741055961,82591176414e,reverse-proxy-api-1,82591176414e,0.13%,"82.84MiB / 15.48GiB",0.52%,"311MB / 189MB","0B / 0B",32
1741055975,228d84172da4,reverse-proxy-cache-1,228d84172da4,0.00%,"13.97MiB / 20MiB",69.84%,"1.53kB / 0B","0B / 0B",18
1741055975,bb792a3cdfcc,reverse-proxy-agent-1,bb792a3cdfcc,0.07%,"237MiB / 15.48GiB",1.50%,"369MB / 381MB","0B / 0B",37
1741055975,a08d6941ff5a,reverse-proxy-lb-1,a08d6941ff5a,0.08%,"103.3MiB / 15.48GiB",0.65%,"510MB / 587MB","0B / 0B",39
1741055975,4f5e130150fc,reverse-proxy-controller-1,4f5e130150fc,0.64%,"946.1MiB / 15.48GiB",5.97%,"26MB / 90.5MB","0B / 0B",234
1741055975,82591176414e,reverse-proxy-api-1,82591176414e,0.08%,"82.84MiB / 15.48GiB",0.52%,"311MB / 189MB","0B / 0B",32
1741055987,228d84172da4,reverse-proxy-cache-1,228d84172da4,0.00%,"13.97MiB / 20MiB",69.84%,"1.53kB / 0B","0B / 0B",18
1741055987,bb792a3cdfcc,reverse-proxy-agent-1,bb792a3cdfcc,0.12%,"237.1MiB / 15.48GiB",1.50%,"369MB / 381MB","0B / 0B",37
1741055987,a08d6941ff5a,reverse-proxy-lb-1,a08d6941ff5a,0.12%,"103.3MiB / 15.48GiB",0.65%,"510MB / 587MB","0B / 0B",39
1741055987,4f5e130150fc,reverse-proxy-controller-1,4f5e130150fc,0.78%,"947.1MiB / 15.48GiB",5.98%,"26.1MB / 90.5MB","0B / 0B",234
1741055987,82591176414e,reverse-proxy-api-1,82591176414e,0.10%,"82.84MiB / 15.48GiB",0.52%,"311MB / 189MB","0B / 0B",32
1741055999,228d84172da4,reverse-proxy-cache-1,228d84172da4,0.00%,"13.97MiB / 20MiB",69.84%,"1.53kB / 0B","0B / 0B",18
1741055999,bb792a3cdfcc,reverse-proxy-agent-1,bb792a3cdfcc,0.10%,"237MiB / 15.48GiB",1.50%,"369MB / 381MB","0B / 0B",37
1741055999,a08d6941ff5a,reverse-proxy-lb-1,a08d6941ff5a,0.13%,"103.2MiB / 15.48GiB",0.65%,"510MB / 587MB","0B / 0B",39
1741055999,4f5e130150fc,reverse-proxy-controller-1,4f5e130150fc,0.55%,"947.7MiB / 15.48GiB",5.98%,"26.1MB / 90.5MB","0B / 0B",234
1741055999,82591176414e,reverse-proxy-api-1,82591176414e,0.09%,"82.84MiB / 15.48GiB",0.52%,"311MB / 189MB","0B / 0B",32
1741056012,228d84172da4,reverse-proxy-cache-1,228d84172da4,0.00%,"13.97MiB / 20MiB",69.84%,"1.53kB / 0B","0B / 0B",18
1741056012,bb792a3cdfcc,reverse-proxy-agent-1,bb792a3cdfcc,0.09%,"237MiB / 15.48GiB",1.50%,"369MB / 381MB","0B / 0B",37
1741056012,a08d6941ff5a,reverse-proxy-lb-1,a08d6941ff5a,0.09%,"103.2MiB / 15.48GiB",0.65%,"510MB / 587MB","0B / 0B",39
1741056012,4f5e130150fc,reverse-proxy-controller-1,4f5e130150fc,0.71%,"948.6MiB / 15.48GiB",5.99%,"26.1MB / 90.5MB","0B / 0B",234
1741056012,82591176414e,reverse-proxy-api-1,82591176414e,0.08%,"82.84MiB / 15.48GiB",0.52%,"311MB / 189MB","0B / 0B",32
1741056024,228d84172da4,reverse-proxy-cache-1,228d84172da4,0.00%,"13.97MiB / 20MiB",69.84%,"1.53kB / 0B","0B / 0B",18
1741056024,bb792a3cdfcc,reverse-proxy-agent-1,bb792a3cdfcc,0.08%,"237MiB / 15.48GiB",1.50%,"369MB / 381MB","0B / 0B",37
1741056024,a08d6941ff5a,reverse-proxy-lb-1,a08d6941ff5a,0.08%,"103.2MiB / 15.48GiB",0.65%,"510MB / 587MB","0B / 0B",39
1741056024,4f5e130150fc,reverse-proxy-controller-1,4f5e130150fc,0.44%,"949.3MiB / 15.48GiB",5.99%,"26.1MB / 90.5MB","0B / 0B",234
1741056024,82591176414e,reverse-proxy-api-1,82591176414e,0.07%,"82.84MiB / 15.48GiB",0.52%,"311MB / 189MB","0B / 0B",32
1741056037,228d84172da4,reverse-proxy-cache-1,228d84172da4,0.00%,"13.97MiB / 20MiB",69.84%,"1.53kB / 0B","0B / 0B",18
1741056037,bb792a3cdfcc,reverse-proxy-agent-1,bb792a3cdfcc,0.09%,"237MiB / 15.48GiB",1.50%,"369MB / 381MB","0B / 0B",37
1741056037,a08d6941ff5a,reverse-proxy-lb-1,a08d6941ff5a,0.11%,"103.2MiB / 15.48GiB",0.65%,"510MB / 587MB","0B / 0B",39
1741056037,4f5e130150fc,reverse-proxy-controller-1,4f5e130150fc,0.73%,"949.6MiB / 15.48GiB",5.99%,"26.1MB / 90.5MB","0B / 0B",233
1741056037,82591176414e,reverse-proxy-api-1,82591176414e,0.14%,"82.84MiB / 15.48GiB",0.52%,"311MB / 189MB","0B / 0B",32
